time,cost
0.0039215087890625,30832
0.008780717849731445,30767
0.008919477462768555,30741
0.009111166000366211,30707
0.009236574172973633,30561
0.009410858154296875,30420
0.014620065689086914,30328
0.015279531478881836,30229
0.015556573867797852,30131
0.015681982040405273,30026
0.017197847366333008,29711
0.017549991607666016,29630
0.017774581909179688,29252
0.018175840377807617,29241
0.018614530563354492,29227
0.01872706413269043,29096
0.0190122127532959,28932
0.020151138305664062,28846
0.02156352996826172,28818
0.022662639617919922,28789
0.026673316955566406,28762
0.026882410049438477,28755
0.026988506317138672,28695
0.02718377113342285,28683
0.027695894241333008,28663
0.027808666229248047,28461
0.027973175048828125,28457
0.028272628784179688,28359
0.02858281135559082,28341
0.028686046600341797,28170
0.028990507125854492,28150
0.02971506118774414,28040
0.031674861907958984,28009
0.034093618392944336,27990
0.03419971466064453,27896
0.04413437843322754,27659
0.04592132568359375,27656
0.047283172607421875,27424
0.05268526077270508,27304
0.052976369857788086,27271
0.053263187408447266,27059
0.05341911315917969,26973
0.05422544479370117,26742
0.05656266212463379,26703
0.059935569763183594,26682
0.08120322227478027,26536
0.08220267295837402,26418
0.11350464820861816,26386
0.11815142631530762,26329
0.11856436729431152,26233
0.17254281044006348,26329
0.1728653907775879,26233
0.1781141757965088,26259
0.22649359703063965,26233
0.26598334312438965,26233
0.3153975009918213,26994
0.31566309928894043,26233
0.3230741024017334,26259
0.37208127975463867,26233
0.4210655689239502,26259
0.42131662368774414,26233
0.42420148849487305,26233
0.47297096252441406,26302
0.47322559356689453,26233
0.5227513313293457,26302
0.523045539855957,26233
0.5236115455627441,26233
0.5724024772644043,26994
0.5726573467254639,26233
0.6206965446472168,26994
0.6210038661956787,26233
0.621514081954956,26233
0.6698315143585205,26302
0.6700799465179443,26233
0.7188436985015869,26302
0.7191145420074463,26233
0.7196285724639893,26233
0.7679884433746338,26994
0.768242597579956,26233
0.8167893886566162,26994
0.817039966583252,26233
0.8175661563873291,26233
0.8656485080718994,26302
0.8659083843231201,26233
0.9147293567657471,26302
0.9153144359588623,26233
0.916022539138794,26233
0.9650084972381592,26994
0.9658231735229492,26233
0.9816176891326904,26272
0.9922490119934082,26264
1.0400903224945068,26236
1.0886826515197754,26264
1.0889804363250732,26236
1.0899605751037598,26236
1.138352870941162,26305
1.1386101245880127,26236
1.186898946762085,26305
1.1871693134307861,26236
1.1877083778381348,26236
1.236555814743042,26997
1.2368216514587402,26236
1.2467570304870605,26282
1.295128583908081,26236
1.305436372756958,26233
1.3538966178894043,26961
1.3557705879211426,26959
1.3668735027313232,26784
1.3687093257904053,26405
1.369295597076416,26248
1.3821134567260742,26233
1.4217257499694824,26233
1.4702701568603516,26302
1.47054123878479,26233
1.519655466079712,26302
1.5199611186981201,26233
1.5205340385437012,26355
1.5299749374389648,26349
1.5771069526672363,26233
1.6256029605865479,26530
1.6260571479797363,26233
1.674513578414917,27399
1.6861748695373535,27429
1.6866397857666016,27021
1.6872224807739258,26233
1.7271671295166016,26233
1.7761530876159668,26302
1.7764413356781006,26233
1.8250195980072021,26302
1.8252999782562256,26233
1.825852870941162,26233
1.874650001525879,26994
1.874936819076538,26233
1.8808391094207764,26259
1.929621934890747,26233
1.9784846305847168,26259
1.978775978088379,26233
1.9831855297088623,26233
1.9921367168426514,26259
2.0416135787963867,26233
2.090524673461914,26259
2.0908162593841553,26233
2.140361785888672,26259
2.1890158653259277,26233
2.1903672218322754,26233
2.239358425140381,26994
2.2396633625030518,26233
2.2456724643707275,26259
2.294764280319214,26233
2.3440234661102295,26259
2.3443305492401123,26233
2.348947048187256,26233
2.397970199584961,26302
2.398277759552002,26233
2.4472975730895996,26302
2.447598934173584,26233
2.44822359085083,26233
2.4977481365203857,26994
2.498121738433838,26233
2.547480821609497,26994
2.5477938652038574,26233
2.548372507095337,26233
2.597346067428589,26302
2.5976595878601074,26233
2.64660382270813,26302
2.6469061374664307,26233
2.6474733352661133,26233
2.696488618850708,26994
2.6968367099761963,26233
2.710606336593628,26248
2.7561514377593994,26289
